Age;Gender;Education Level;Job Title;Years of Experience;Salary;Class
29;Female;Bachelor's;Data Analyst;7;130000,00;Medio
32;Male;Bachelor's;Software Engineer;10;190000,00;Muy Alto
28;Female;Master's;Data Scientist;6;155000,00;Alto
34;Male;Bachelor's;Software Engineer;12;195000,00;Muy Alto
25;Female;Bachelor's;Data Analyst;2;90000,00;Bajo
30;Male;Bachelor's;Product Manager;8;185000,00;Alto
29;Female;Bachelor's;Data Analyst;6;120000,00;Medio
31;Male;Bachelor's;Software Engineer;9;180000,00;Alto
26;Female;Bachelor's;Data Analyst;3;100000,00;Medio
33;Male;Master's;Data Scientist;10;195000,00;Muy Alto
28;Male;Bachelor's;Software Engineer;4;160000,00;Alto
27;Female;Bachelor's;Data Analyst;5;125000,00;Medio
30;Male;Master's;Software Engineer;6;170000,00;Alto
32;Female;Bachelor's;Data Scientist;9;185000,00;Alto
29;Male;Bachelor's;Data Analyst;7;130000,00;Medio
35;Female;Bachelor's;Product Manager;12;190000,00;Muy Alto
27;Male;Bachelor's;Software Engineer;5;150000,00;Alto
28;Female;Master's;Data Scientist;6;150000,00;Alto
37;Male;PhD;Product Manager;14;195000,00;Muy Alto
26;Male;Bachelor's;Data Analyst;3;110000,00;Medio
30;Female;Bachelor's;Software Engineer;8;180000,00;Alto
31;Male;Master's;Data Scientist;9;185000,00;Alto
29;Female;Bachelor's;Data Analyst;7;130000,00;Medio
32;Male;Bachelor's;Software Engineer;10;190000,00;Muy Alto
28;Female;Master's;Data Scientist;6;155000,00;Alto
34;Male;Bachelor's;Software Engineer;12;195000,00;Muy Alto
25;Female;Bachelor's;Data Analyst;2;90000,00;Bajo
30;Male;Bachelor's;Product Manager;8;185000,00;Alto
29;Female;Bachelor's;Data Analyst;6;120000,00;Medio
31;Male;Bachelor's;Software Engineer;9;180000,00;Alto
26;Female;Bachelor's;Data Analyst;3;100000,00;Medio
33;Male;Master's;Data Scientist;10;195000,00;Muy Alto
28;Male;Bachelor's;Software Engineer;4;160000,00;Alto
27;Female;Bachelor's;Data Analyst;5;125000,00;Medio
30;Male;Master's;Software Engineer;6;170000,00;Alto
32;Female;Bachelor's;Data Scientist;9;185000,00;Alto
29;Male;Bachelor's;Data Analyst;7;130000,00;Medio
35;Female;Bachelor's;Product Manager;12;190000,00;Muy Alto
27;Male;Bachelor's;Software Engineer;5;150000,00;Alto
28;Female;Master's;Data Scientist;6;150000,00;Alto
37;Male;PhD;Product Manager;14;195000,00;Muy Alto
26;Male;Bachelor's;Data Analyst;3;110000,00;Medio
30;Female;Bachelor's;Software Engineer;8;180000,00;Alto
31;Male;Master's;Data Scientist;9;185000,00;Alto
29;Female;Bachelor's;Data Analyst;7;130000,00;Medio
32;Male;Bachelor's;Software Engineer;10;190000,00;Muy Alto
28;Female;Master's;Data Scientist;6;155000,00;Alto
34;Male;Bachelor's;Software Engineer;12;195000,00;Muy Alto
25;Female;Bachelor's;Data Analyst;2;90000,00;Bajo
30;Male;Bachelor's;Product Manager;8;185000,00;Alto
29;Female;Bachelor's;Data Analyst;6;120000,00;Medio
31;Male;Bachelor's;Software Engineer;9;180000,00;Alto
26;Female;Bachelor's;Data Analyst;3;100000,00;Medio
33;Male;Master's;Data Scientist;10;195000,00;Muy Alto
28;Male;Bachelor's;Software Engineer;4;160000,00;Alto
27;Female;Bachelor's;Data Analyst;5;125000,00;Medio
30;Male;Master's;Software Engineer;6;170000,00;Alto
32;Female;Bachelor's;Data Scientist;9;185000,00;Alto
29;Male;Bachelor's;Data Analyst;7;130000,00;Medio
35;Female;Bachelor's;Product Manager;12;190000,00;Muy Alto
27;Male;Bachelor's;Software Engineer;5;150000,00;Alto
28;Female;Master's;Data Scientist;6;150000,00;Alto
37;Male;PhD;Product Manager;14;195000,00;Muy Alto
26;Male;Bachelor's;Data Analyst;3;110000,00;Medio
30;Female;Bachelor's;Software Engineer;8;180000,00;Alto
31;Male;Master's;Data Scientist;9;185000,00;Alto
29;Female;Bachelor's;Data Analyst;7;130000,00;Medio
32;Male;Bachelor's;Software Engineer;10;190000,00;Muy Alto
28;Female;Master's;Data Scientist;6;155000,00;Alto
34;Male;Bachelor's;Software Engineer;12;195000,00;Muy Alto
25;Female;Bachelor's;Data Analyst;2;90000,00;Bajo
30;Male;Bachelor's;Product Manager;8;185000,00;Alto
29;Female;Bachelor's;Data Analyst;6;120000,00;Medio
31;Male;Bachelor's;Software Engineer;9;180000,00;Alto
26;Female;Bachelor's;Data Analyst;3;100000,00;Medio
33;Male;Master's;Data Scientist;10;195000,00;Muy Alto
28;Male;Bachelor's;Software Engineer;4;160000,00;Alto
27;Female;Bachelor's;Data Analyst;5;125000,00;Medio
30;Male;Master's;Software Engineer;6;170000,00;Alto
32;Female;Bachelor's;Data Scientist;9;185000,00;Alto
29;Male;Bachelor's;Data Analyst;7;130000,00;Medio
35;Female;Bachelor's;Product Manager;12;190000,00;Muy Alto
27;Male;Bachelor's;Software Engineer;5;150000,00;Alto
28;Female;Master's;Data Scientist;6;150000,00;Alto
37;Male;PhD;Product Manager;14;195000,00;Muy Alto
26;Male;Bachelor's;Data Analyst;3;110000,00;Medio
30;Female;Bachelor's;Software Engineer;8;180000,00;Alto
31;Male;Master's;Data Scientist;9;185000,00;Alto
29;Female;Bachelor's;Data Analyst;7;130000,00;Medio
32;Male;Bachelor's;Software Engineer;10;190000,00;Muy Alto
28;Female;Master's;Data Scientist;6;155000,00;Alto
34;Male;Bachelor's;Software Engineer;12;195000,00;Muy Alto
25;Female;Bachelor's;Data Analyst;2;90000,00;Bajo
30;Male;Bachelor's;Product Manager;8;185000,00;Alto
28;Male;Bachelor's Degree;Senior Software Engineer;7;175000,00;Alto
44;Male;PhD;Software Engineer Manager;18;190000,00;Muy Alto
33;Female;Master's Degree;Back end Developer;5;110000,00;Medio
50;Male;PhD;Senior Project Engineer;16;195000,00;Muy Alto
27;Female;Master's Degree;Full Stack Engineer;3;100000,00;Medio
25;Male;Bachelor's Degree;Front end Developer;1;60000,00;Bajo
35;Male;Master's Degree;Senior Software Engineer;8;155000,00;Alto
47;Female;PhD;Full Stack Engineer;12;175000,00;Alto
46;Female;Master's Degree;Senior Project Engineer;13;180000,00;Alto
32;Male;Bachelor's Degree;Back end Developer;4;95000,00;Bajo
61;Male;PhD;Software Engineer Manager;20;200000,00;Muy Alto
41;Male;Master's Degree;Senior Software Engineer;11;165000,00;Alto
37;Male;Master's Degree;Senior Project Engineer;9;145000,00;Alto
53;Male;PhD;Software Engineer Manager;19;195000,00;Muy Alto
30;Female;Bachelor's Degree;Front end Developer;2;75000,00;Bajo
26;Female;Master's Degree;Back end Developer;3;90000,00;Bajo
37;Female;Master's Degree;Senior Software Engineer;9;155000,00;Alto
32;Male;Bachelor's Degree;Full Stack Engineer;5;115000,00;Medio
44;Female;Master's Degree;Senior Software Engineer;12;170000,00;Alto
50;Female;PhD;Software Engineer Manager;16;190000,00;Muy Alto
27;Male;Bachelor's Degree;Senior Project Engineer;4;115000,00;Medio
42;Male;PhD;Full Stack Engineer;14;180000,00;Alto
57;Male;PhD;Software Engineer Manager;18;195000,00;Muy Alto
35;Male;Master's Degree;Senior Software Engineer;7;140000,00;Medio
62;Male;PhD;Software Engineer Manager;19;200000,00;Muy Alto
26;Female;Master's Degree;Back end Developer;2;70000,00;Bajo
42;Female;Master's Degree;Senior Project Engineer;11;170000,00;Alto
41;Female;PhD;Software Engineer Manager;14;185000,00;Alto
36;Female;Master's Degree;Full Stack Engineer;8;140000,00;Medio
49;Male;PhD;Software Engineer Manager;15;185000,00;Alto
49;Male;PhD;Senior Project Engineer;15;185000,00;Alto
47;Male;PhD;Software Engineer Manager;15;180000,00;Alto
47;Male;PhD;Senior Software Engineer;14;175000,00;Alto
26;Male;Bachelor's Degree;Front end Developer;2;70000,00;Bajo
24;Female;Bachelor's Degree;Back end Developer;1;60000,00;Bajo
62;Male;PhD;Software Engineer Manager;20;200000,00;Muy Alto
42;Male;PhD;Senior Software Engineer;14;170000,00;Alto
41;Female;Master's Degree;Senior Project Engineer;11;165000,00;Alto
23;Male;Bachelor's Degree;Full Stack Engineer;1;55000,00;Bajo
55;Male;PhD;Software Engineer Manager;17;190000,00;Muy Alto
26;Female;Master's Degree;Back end Developer;3;90000,00;Bajo
33;Female;Bachelor's Degree;Front end Developer;5;105000,00;Medio
31;Male;Master's Degree;Full Stack Engineer;6;130000,00;Medio
50;Female;PhD;Software Engineer Manager;16;185000,00;Alto
24;Female;Master's Degree;Back end Developer;1;60000,00;Bajo
56;Male;PhD;Software Engineer Manager;17;195000,00;Muy Alto
24;Male;Bachelor's Degree;Front end Developer;1;60000,00;Bajo
37;Male;Master's Degree;Senior Software Engineer;8;150000,00;Alto
43;Female;PhD;Senior Project Engineer;13;180000,00;Alto
44;Female;Master's Degree;Senior Software Engineer;12;170000,00;Alto
34;Male;Master's Degree;Back end Developer;6;125000,00;Medio
45;Male;PhD;Software Engineer Manager;15;185000,00;Alto
29;Male;Bachelor's Degree;Full Stack Engineer;3;90000,00;Bajo
29;Male;Bachelor's Degree;Front end Developer;3;80000,00;Bajo
29;Female;Bachelor's Degree;Back end Developer;3;85000,00;Bajo
48;Male;PhD;Senior Project Engineer;16;190000,00;Muy Alto
43;Female;Master's Degree;Software Engineer Manager;11;160000,00;Alto
62;Male;PhD;Software Engineer Manager;19;200000,00;Muy Alto
54;Male;PhD;Software Engineer Manager;17;195000,00;Muy Alto
60;Male;PhD;Software Engineer Manager;18;195000,00;Muy Alto
54;Female;PhD;Software Engineer Manager;14;190000,00;Muy Alto
27;Female;Master's Degree;Full Stack Engineer;3;95000,00;Bajo
23;Male;Bachelor's Degree;Back end Developer;1;55000,00;Bajo
45;Male;PhD;Senior Software Engineer;13;185000,00;Alto
32;Female;Master's Degree;Full Stack Engineer;5;120000,00;Medio
57;Male;PhD;Software Engineer Manager;16;195000,00;Muy Alto
47;Male;PhD;Software Engineer Manager;14;175000,00;Alto
25;Female;Master's Degree;Back end Developer;2;75000,00;Bajo
58;Male;PhD;Software Engineer Manager;17;200000,00;Muy Alto
41;Female;Master's Degree;Senior Software Engineer;12;160000,00;Alto
41;Male;PhD;Software Engineer Manager;12;175000,00;Alto
26;Male;Bachelor's Degree;Front end Developer;2;70000,00;Bajo
47;Male;PhD;Senior Software Engineer;15;180000,00;Alto
24;Female;Bachelor's Degree;Back end Developer;1;60000,00;Bajo
48;Male;PhD;Senior Project Engineer;16;190000,00;Muy Alto
32;Male;Bachelor's Degree;Full Stack Engineer;5;120000,00;Medio
61;Male;PhD;Software Engineer Manager;20;200000,00;Muy Alto
45;Male;PhD;Senior Project Engineer;14;185000,00;Alto
50;Female;PhD;Software Engineer Manager;16;190000,00;Muy Alto
53;Male;PhD;Software Engineer Manager;18;195000,00;Muy Alto
47;Female;PhD;Senior Software Engineer;14;170000,00;Alto
23;Male;Bachelor's Degree;Front end Developer;1;55000,00;Bajo
33;Male;Master's Degree;Back end Developer;6;130000,00;Medio
42;Male;PhD;Software Engineer Manager;14;180000,00;Alto
45;Male;PhD;Senior Project Engineer;14;185000,00;Alto
23;Male;Bachelor's Degree;Front end Developer;1;55000,00;Bajo
37;Male;Master's Degree;Senior Software Engineer;9;145000,00;Alto
44;Female;Master's Degree;Senior Project Engineer;12;170000,00;Alto
54;Male;PhD;Software Engineer Manager;17;195000,00;Muy Alto
38;Female;Master's Degree;Back end Developer;10;155000,00;Alto
34;Male;Master's Degree;Full Stack Engineer;6;125000,00;Medio
46;Female;PhD;Software Engineer Manager;14;180000,00;Alto
30;Male;Bachelor's Degree;Back end Developer;4;95000,00;Bajo
44;Female;Master's Degree;Senior Software Engineer;11;170000,00;Alto
27;Female;Master's Degree;Full Stack Engineer;3;100000,00;Medio
42;Male;PhD;Senior Project Engineer;14;175000,00;Alto
27;Male;Bachelor's Degree;Front end Developer;3;80000,00;Bajo
54;Male;PhD;Software Engineer Manager;18;195000,00;Muy Alto
38;Male;Master's Degree;Senior Software Engineer;10;155000,00;Alto
31;Male;Master's Degree;Senior Project Engineer;6;125000,00;Medio
28;Female;Master's Degree;Full Stack Engineer;4;110000,00;Medio
30;Female;Master's Degree;Back end Developer;6;130000,00;Medio
54;Male;PhD;Software Engineer Manager;16;190000,00;Muy Alto
62;Male;PhD;Software Engineer Manager;20;200000,00;Muy Alto
62;Male;PhD;Software Engineer Manager;19;200000,00;Muy Alto
37;Male;Master's Degree;Senior Software Engineer;9;150000,00;Alto
31;Male;Master's Degree;Senior Software Engineer;7;140000,00;Medio
58;Female;PhD;Software Engineer Manager;17;195000,00;Muy Alto
56;Male;PhD;Software Engineer Manager;17;195000,00;Muy Alto
23;Female;Bachelor's Degree;Back end Developer;1;55000,00;Bajo
49;Male;PhD;Software Engineer Manager;15;185000,00;Alto
32;Female;Master's Degree;Full Stack Engineer;5;120000,00;Medio
52;Female;PhD;Software Engineer Manager;16;190000,00;Muy Alto
32;Female;Master's Degree;Full Stack Engineer;6;130000,00;Medio
50;Female;PhD;Software Engineer Manager;16;190000,00;Muy Alto
32;Male;Master's Degree;Back end Developer;6;130000,00;Medio
34;Male;Master's Degree;Full Stack Engineer;7;140000,00;Medio
28;Male;Bachelor's Degree;Front end Developer;2;70000,00;Bajo
44;Male;Master's Degree;Senior Project Engineer;11;170000,00;Alto
55;Male;PhD;Software Engineer Manager;17;190000,00;Muy Alto
27;Male;Bachelor's Degree;Front end Developer;3;80000,00;Bajo
46;Male;PhD;Software Engineer Manager;14;180000,00;Alto
27;Female;Master's Degree;Back end Developer;2;70000,00;Bajo
45;Male;PhD;Senior Project Engineer;14;185000,00;Alto
23;Female;Bachelor's Degree;Front end Developer;1;55000,00;Bajo
36;Female;Master's Degree;Full Stack Engineer;8;140000,00;Medio
47;Female;PhD;Senior Software Engineer;14;170000,00;Alto
33;Male;Master's Degree;Back end Developer;6;130000,00;Medio
43;Male;PhD;Software Engineer Manager;13;180000,00;Alto
30;Male;Bachelor's Degree;Back end Developer;4;95000,00;Bajo
28;Female;Bachelor's Degree;Front end Developer;2;70000,00;Bajo
43;Male;Master's Degree;Senior Project Engineer;12;165000,00;Alto
43;Male;PhD;Senior Project Engineer;13;185000,00;Alto
36;Male;Master's Degree;Senior Software Engineer;7;140000,00;Medio
24;Male;Bachelor's Degree;Front end Developer;1;60000,00;Bajo
28;Female;Bachelor's Degree;Front end Developer;3;80000,00;Bajo
37;Male;Master's Degree;Senior Software Engineer;9;150000,00;Alto
41;Female;PhD;Software Engineer Manager;14;185000,00;Alto
26;Male;Bachelor's Degree;Front end Developer;2;70000,00;Bajo
28;Female;Master's Degree;Back end Developer;3;90000,00;Bajo
43;Male;PhD;Senior Software Engineer;12;170000,00;Alto
42;Male;PhD;Senior Software Engineer;14;170000,00;Alto
48;Male;PhD;Senior Project Engineer;16;190000,00;Muy Alto
27;Female;Master's Degree;Back end Developer;2;70000,00;Bajo
49;Male;PhD;Software Engineer Manager;15;185000,00;Alto
44;Male;PhD;Senior Project Engineer;12;170000,00;Alto
27;Female;Master's Degree;Full Stack Engineer;3;100000,00;Medio
37;Male;Master's Degree;Senior Software Engineer;10;155000,00;Alto
44;Female;Master's Degree;Senior Project Engineer;12;170000,00;Alto
56;Male;PhD;Software Engineer Manager;18;195000,00;Muy Alto
49;Male;PhD;Software Engineer Manager;15;185000,00;Alto
27;Male;Bachelor's Degree;Front end Developer;2;70000,00;Bajo
48;Male;PhD;Senior Project Engineer;16;190000,00;Muy Alto
31;Male;Master's Degree;Full Stack Engineer;7;140000,00;Medio
25;Male;Bachelor's Degree;Front end Developer;1;60000,00;Bajo
50;Male;PhD;Software Engineer Manager;16;190000,00;Muy Alto
46;Male;PhD;Software Engineer Manager;14;180000,00;Alto
33;Male;Master's Degree;Full Stack Engineer;6;130000,00;Medio
42;Male;PhD;Senior Software Engineer;14;170000,00;Alto
41;Male;PhD;Senior Project Engineer;12;165000,00;Alto
43;Male;PhD;Senior Project Engineer;13;185000,00;Alto
32;Male;Master's Degree;Back end Developer;6;130000,00;Medio
24;Male;Bachelor's Degree;Front end Developer;1;60000,00;Bajo
44;Female;Master's Degree;Senior Software Engineer;11;170000,00;Alto
36;Male;Master's Degree;Senior Software Engineer;7;140000,00;Medio
28;Female;Master's Degree;Full Stack Engineer;4;110000,00;Medio
28;Male;Bachelor's Degree;Front end Developer;2;70000,00;Bajo
37;Male;Master's Degree;Senior Software Engineer;9;145000,00;Alto
54;Male;PhD;Software Engineer Manager;16;190000,00;Muy Alto
58;Male;PhD;Software Engineer Manager;17;200000,00;Muy Alto
27;Male;Bachelor's Degree;Front end Developer;3;80000,00;Bajo
30;Male;Bachelor's Degree;Back end Developer;4;95000,00;Bajo
27;Female;Master's Degree;Full Stack Engineer;3;100000,00;Medio
54;Male;PhD;Software Engineer Manager;17;195000,00;Muy Alto
49;Male;PhD;Software Engineer Manager;15;185000,00;Alto
38;Male;Master's Degree;Senior Software Engineer;10;155000,00;Alto
54;Male;PhD;Software Engineer Manager;18;195000,00;Muy Alto
31;Male;Master's Degree;Senior Project Engineer;6;125000,00;Medio
56;Male;PhD;Software Engineer Manager;17;195000,00;Muy Alto
31;Male;Master's Degree;Senior Software Engineer;7;140000,00;Medio
42;Male;PhD;Senior Software Engineer;14;170000,00;Alto
44;Male;Master's Degree;Senior Project Engineer;11;170000,00;Alto
37;Male;Master's Degree;Senior Software Engineer;9;150000,00;Alto
24;Female;Bachelor's Degree;Back end Developer;1;60000,00;Bajo
27;Male;Bachelor's Degree;Front end Developer;2;70000,00;Bajo
42;Male;PhD;Senior Software Engineer;14;170000,00;Alto
24;Female;Bachelor's Degree;Front end Developer;1;55000,00;Bajo
28;Female;Bachelor's Degree;Front end Developer;3;80000,00;Bajo
43;Male;PhD;Senior Project Engineer;13;185000,00;Alto
31;Male;Master's Degree;Full Stack Engineer;7;140000,00;Medio
43;Male;PhD;Software Engineer Manager;13;180000,00;Alto
27;Female;Master's Degree;Back end Developer;2;70000,00;Bajo
49;Male;PhD;Software Engineer Manager;15;185000,00;Alto
48;Male;PhD;Senior Project Engineer;16;190000,00;Muy Alto
30;Female;Master's Degree;Back end Developer;6;130000,00;Medio
28;Female;Master's Degree;Full Stack Engineer;4;110000,00;Medio
46;Male;PhD;Software Engineer Manager;14;180000,00;Alto
37;Male;Master's Degree;Senior Software Engineer;9;145000,00;Alto
42;Male;PhD;Senior Software Engineer;14;170000,00;Alto
43;Male;PhD;Senior Project Engineer;12;165000,00;Alto
31;Male;Master's Degree;Senior Software Engineer;7;140000,00;Medio
56;Male;PhD;Software Engineer Manager;17;195000,00;Muy Alto
37;Male;Master's Degree;Senior Software Engineer;10;155000,00;Alto
54;Male;PhD;Software Engineer Manager;16;190000,00;Muy Alto
58;Male;PhD;Software Engineer Manager;17;195000,00;Muy Alto
33;Male;Master's Degree;Back end Developer;6;130000,00;Medio
29;Female;Bachelor's Degree;Front end Developer;3;85000,00;Bajo
52;Male;PhD;Software Engineer Manager;18;200000,00;Muy Alto
36;Male;Master's Degree;Full Stack Engineer;8;140000,00;Medio
26;Male;Bachelor's Degree;Back end Developer;2;65000,00;Bajo
47;Male;PhD;Senior Project Engineer;16;190000,00;Muy Alto
32;Male;Master's Degree;Full Stack Engineer;6;120000,00;Medio
29;Male;Bachelor's Degree;Front end Developer;3;80000,00;Bajo
28;Female;Master's Degree;Back end Developer;3;90000,00;Bajo
54;Male;PhD;Software Engineer Manager;16;190000,00;Muy Alto
57;Male;PhD;Software Engineer Manager;18;200000,00;Muy Alto
51;Male;PhD;Software Engineer Manager;16;190000,00;Muy Alto
28;Female;Master's Degree;Full Stack Engineer;4;110000,00;Medio
46;Male;PhD;Software Engineer Manager;14;180000,00;Alto
27;Female;Master's Degree;Back end Developer;2;65000,00;Bajo
45;Male;PhD;Senior Project Engineer;14;185000,00;Alto
23;Female;Bachelor's Degree;Front end Developer;1;55000,00;Bajo
36;Male;Master's Degree;Full Stack Engineer;7;130000,00;Medio
48;Male;PhD;Senior Project Engineer;16;190000,00;Muy Alto
33;Female;Master's Degree;Full Stack Engineer;5;120000,00;Medio
38;Female;Master's Degree;Back end Developer;10;155000,00;Alto
51;Male;PhD;Software Engineer Manager;16;190000,00;Muy Alto
27;Female;Master's Degree;Full Stack Engineer;3;100000,00;Medio
37;Male;Master's Degree;Senior Software Engineer;9;150000,00;Alto
44;Female;Master's Degree;Senior Project Engineer;12;170000,00;Alto
27;Male;Bachelor's Degree;Front end Developer;3;80000,00;Bajo
38;Male;Master's Degree;Senior Software Engineer;10;155000,00;Alto
54;Male;PhD;Software Engineer Manager;17;195000,00;Muy Alto
49;Male;PhD;Software Engineer Manager;15;185000,00;Alto
27;Male;Bachelor's Degree;Front end Developer;2;70000,00;Bajo
48;Male;PhD;Senior Project Engineer;16;190000,00;Muy Alto
31;Male;Master's Degree;Full Stack Engineer;7;140000,00;Medio
25;Male;Bachelor's Degree;Front end Developer;1;55000,00;Bajo
50;Male;PhD;Software Engineer Manager;16;190000,00;Muy Alto
46;Male;PhD;Software Engineer Manager;14;180000,00;Alto
33;Male;Master's Degree;Full Stack Engineer;6;130000,00;Medio
42;Male;PhD;Senior Software Engineer;14;170000,00;Alto
41;Male;PhD;Senior Project Engineer;12;165000,00;Alto
43;Male;PhD;Senior Project Engineer;13;185000,00;Alto
32;Male;Master's Degree;Back end Developer;6;130000,00;Medio
24;Male;Bachelor's Degree;Front end Developer;1;60000,00;Bajo
44;Female;Master's Degree;Senior Software Engineer;11;170000,00;Alto
36;Male;Master's Degree;Senior Software Engineer;7;140000,00;Medio
28;Female;Master's Degree;Full Stack Engineer;4;110000,00;Medio
28;Male;Bachelor's Degree;Front end Developer;2;70000,00;Bajo
37;Male;Master's Degree;Senior Software Engineer;9;145000,00;Alto
54;Male;PhD;Software Engineer Manager;16;190000,00;Muy Alto
58;Male;PhD;Software Engineer Manager;17;200000,00;Muy Alto
27;Male;Bachelor's Degree;Front end Developer;3;80000,00;Bajo
30;Male;Bachelor's Degree;Back end Developer;4;95000,00;Bajo
27;Female;Master's Degree;Full Stack Engineer;3;100000,00;Medio
54;Male;PhD;Software Engineer Manager;17;195000,00;Muy Alto
49;Male;PhD;Software Engineer Manager;15;185000,00;Alto
38;Male;Master's Degree;Senior Software Engineer;10;155000,00;Alto
54;Male;PhD;Software Engineer Manager;18;195000,00;Muy Alto
31;Male;Master's Degree;Senior Project Engineer;6;125000,00;Medio
56;Male;PhD;Software Engineer Manager;17;195000,00;Muy Alto
31;Male;Master's Degree;Senior Software Engineer;7;140000,00;Medio
42;Male;PhD;Senior Software Engineer;14;170000,00;Alto
44;Male;Master's Degree;Senior Project Engineer;11;170000,00;Alto
37;Male;Master's Degree;Senior Software Engineer;9;150000,00;Alto
24;Female;Bachelor's Degree;Back end Developer;1;60000,00;Bajo
27;Male;Bachelor's Degree;Front end Developer;2;70000,00;Bajo
42;Male;PhD;Senior Software Engineer;14;170000,00;Alto
24;Female;Bachelor's Degree;Front end Developer;1;55000,00;Bajo
28;Female;Bachelor's Degree;Front end Developer;3;80000,00;Bajo
43;Male;PhD;Senior Project Engineer;13;185000,00;Alto
31;Male;Master's Degree;Full Stack Engineer;7;140000,00;Medio
43;Male;PhD;Software Engineer Manager;13;180000,00;Alto
27;Female;Master's Degree;Back end Developer;2;70000,00;Bajo
49;Male;PhD;Software Engineer Manager;15;185000,00;Alto
48;Male;PhD;Senior Project Engineer;16;190000,00;Muy Alto
31;Male;Master's Degree;Senior Project Engineer;6;125000,00;Medio
40;Male;PhD;Senior Software Engineer;12;160000,00;Alto
36;Male;Master's Degree;Senior Software Engineer;8;140000,00;Medio
54;Male;PhD;Software Engineer Manager;17;195000,00;Muy Alto
27;Male;Bachelor's Degree;Front end Developer;2;70000,00;Bajo
28;Male;Bachelor's Degree;Front end Developer;2;70000,00;Bajo
44;Male;Master's Degree;Senior Project Engineer;11;170000,00;Alto
43;Male;PhD;Senior Project Engineer;13;185000,00;Alto
54;Male;PhD;Software Engineer Manager;17;195000,00;Muy Alto
32;Male;Master's Degree;Back end Developer;6;130000,00;Medio
38;Male;Master's Degree;Senior Software Engineer;10;155000,00;Alto
49;Male;PhD;Software Engineer Manager;15;185000,00;Alto
27;Male;Bachelor's Degree;Front end Developer;3;80000,00;Bajo
54;Male;PhD;Software Engineer Manager;17;195000,00;Muy Alto
31;Male;Master's Degree;Senior Project Engineer;7;135000,00;Medio
24;Male;Bachelor's Degree;Back end Developer;1;55000,00;Bajo
48;Male;PhD;Senior Project Engineer;16;190000,00;Muy Alto
27;Female;Master's Degree;Back end Developer;2;70000,00;Bajo
43;Male;PhD;Senior Project Engineer;13;185000,00;Alto
44;Male;Master's Degree;Senior Project Engineer;11;170000,00;Alto
37;Male;Master's Degree;Senior Software Engineer;9;150000,00;Alto
56;Male;PhD;Software Engineer Manager;17;195000,00;Muy Alto
28;Male;Bachelor's Degree;Front end Developer;2;70000,00;Bajo
54;Male;PhD;Software Engineer Manager;17;195000,00;Muy Alto
31;Male;Master's Degree;Senior Project Engineer;6;125000,00;Medio
49;Male;PhD;Software Engineer Manager;15;185000,00;Alto
27;Female;Master's Degree;Back end Developer;2;70000,00;Bajo
38;Male;Master's Degree;Senior Software Engineer;10;155000,00;Alto
27;Male;Bachelor's Degree;Front end Developer;3;80000,00;Bajo
43;Male;PhD;Senior Project Engineer;13;185000,00;Alto
48;Male;PhD;Senior Project Engineer;16;190000,00;Muy Alto
44;Male;Master's Degree;Senior Project Engineer;11;170000,00;Alto
54;Male;PhD;Software Engineer Manager;17;195000,00;Muy Alto
37;Male;Master's Degree;Senior Software Engineer;9;150000,00;Alto
28;Male;Bachelor's Degree;Front end Developer;2;70000,00;Bajo
27;Female;Master's Degree;Back end Developer;2;70000,00;Bajo
49;Male;PhD;Software Engineer Manager;15;185000,00;Alto
31;Male;Master's Degree;Senior Project Engineer;7;135000,00;Medio
27;Male;Bachelor's Degree;Front end Developer;3;80000,00;Bajo
54;Male;PhD;Software Engineer Manager;17;195000,00;Muy Alto
38;Male;Master's Degree;Senior Software Engineer;10;155000,00;Alto
44;Male;Master's Degree;Senior Project Engineer;11;170000,00;Alto
43;Male;PhD;Senior Project Engineer;13;185000,00;Alto
27;Male;Bachelor's Degree;Front end Developer;2;70000,00;Bajo
48;Male;PhD;Senior Project Engineer;16;190000,00;Muy Alto
31;Male;Master's Degree;Senior Project Engineer;6;125000,00;Medio
54;Male;PhD;Software Engineer Manager;17;195000,00;Muy Alto
37;Male;Master's Degree;Senior Software Engineer;9;150000,00;Alto
28;Male;Bachelor's Degree;Front end Developer;2;70000,00;Bajo
27;Female;Master's Degree;Back end Developer;2;70000,00;Bajo
34;Male;Bachelor's Degree;Front end Developer;5;95000,00;Bajo
43;Female;Master's Degree;Senior Software Engineer;12;170000,00;Alto
27;Male;Bachelor's Degree;Back end Developer;2;75000,00;Bajo
56;Female;PhD;Software Engineer Manager;18;210000,00;Muy Alto
32;Male;Master's Degree;Full Stack Engineer;7;135000,00;Medio
40;Male;PhD;Senior Software Engineer;12;160000,00;Alto
23;Male;Bachelor's Degree;Front end Developer;1;55000,00;Bajo
46;Male;PhD;Senior Project Engineer;16;190000,00;Muy Alto
41;Female;PhD;Senior Project Engineer;11;165000,00;Alto
28;Female;Bachelor's Degree;Front end Developer;3;80000,00;Bajo
34;Male;Bachelor's Degree;Back end Developer;6;120000,00;Medio
49;Male;PhD;Software Engineer Manager;15;185000,00;Alto
43;Male;PhD;Senior Project Engineer;13;185000,00;Alto
54;Male;PhD;Software Engineer Manager;16;190000,00;Muy Alto
36;Male;Master's Degree;Senior Software Engineer;8;140000,00;Medio
33;Male;Master's Degree;Full Stack Engineer;6;130000,00;Medio
27;Female;Master's Degree;Back end Developer;2;70000,00;Bajo
